timestamp,humidity,air_quality,pressure,ts
0.0,49.7918740286808,11.663040240632524,100.91160099176513,2025-11-21 08:39:11.881264
0.1,49.758287559210196,10.660794214912194,100.9182050334947,2025-11-21 08:39:11.981264
0.2,50.04151254818171,10.012837809353488,100.98800273763163,2025-11-21 08:39:12.081264
0.30000000000000004,50.135650563539166,10.872207957959443,100.95564608554074,2025-11-21 08:39:12.181264
0.4,50.016297559548725,9.798019013890194,101.15786774383646,2025-11-21 08:39:12.281264
0.5,49.67820167506123,9.875147906252458,101.06719702529287,2025-11-21 08:39:12.381264
0.6000000000000001,49.634847621298675,12.097107962275327,101.0598256662686,2025-11-21 08:39:12.481264
0.7000000000000001,49.62191573042498,9.133849035720981,101.00534672911387,2025-11-21 08:39:12.581264
0.8,50.661315075829926,9.315841231898924,100.97668184909683,2025-11-21 08:39:12.681264
0.9,50.26142749530982,10.839848647036796,100.91378635778422,2025-11-21 08:39:12.781264
1.0,50.137037987763016,9.18122857100107,101.02755646369417,2025-11-21 08:39:12.881264
1.1,50.31418318955364,8.463672327299559,101.03970547225258,2025-11-21 08:39:12.981264
1.2000000000000002,50.166033551470605,10.77227916597415,101.13046128485487,2025-11-21 08:39:13.081264
1.3,50.156761897841236,10.226864218008835,100.97049024153812,2025-11-21 08:39:13.181264
1.4000000000000001,49.89903247997788,10.74587105121793,100.98231435179315,2025-11-21 08:39:13.281264
1.5,49.930961497807765,10.321206468370528,101.1613169870881,2025-11-21 08:39:13.381264
1.6,50.08446352819461,9.00810475695369,100.89372693959304,2025-11-21 08:39:13.481264
1.7000000000000002,50.62248440855264,9.952554630178955,101.08582930183712,2025-11-21 08:39:13.581264
1.8,50.19476554866466,9.77696650798886,100.97947492586886,2025-11-21 08:39:13.681264
1.9000000000000001,49.94048785724066,10.54305225776767,101.04492958664525,2025-11-21 08:39:13.781264
2.0,50.27860509230463,9.060748174084008,100.9915346569523,2025-11-21 08:39:13.881264
2.1,50.19832846175453,10.386512651887076,101.13051898303965,2025-11-21 08:39:13.981264
2.2,50.37511365629226,10.577983737241986,100.97046133804646,2025-11-21 08:39:14.081264
2.3000000000000003,50.215193974042755,11.363437223480437,101.04980727228607,2025-11-21 08:39:14.181264
2.4000000000000004,50.2802288328945,8.828430063256896,101.02359142907714,2025-11-21 08:39:14.281264
2.5,50.196531554253916,11.049161614744259,101.05307376767719,2025-11-21 08:39:14.381264
2.6,50.387212460324484,8.608524021897162,100.96964558674154,2025-11-21 08:39:14.481264
2.7,50.47442465456178,8.29775788395058,101.1729281586643,2025-11-21 08:39:14.581264
2.8000000000000003,50.07256895801295,11.66403702164668,101.2006401080886,2025-11-21 08:39:14.681264
2.9000000000000004,50.63479733687857,9.924363597875296,101.123781658402,2025-11-21 08:39:14.781264
3.0,50.46800081773279,10.878567815081357,101.19364742817643,2025-11-21 08:39:14.881264
3.1,50.55731160483286,10.667554196897239,101.0445958823533,2025-11-21 08:39:14.981264
3.2,50.18722840213067,9.187696103985099,100.99070014699402,2025-11-21 08:39:15.081264
3.3000000000000003,50.16829076708439,9.689844626858909,101.03192582110698,2025-11-21 08:39:15.181264
