timestamp,spindle,feed,vib,ts
0.0,1001.0073484961861,199.272150812987,-0.002462245127004896,2025-11-21 08:39:11.881264
0.1,1001.4349484558926,199.3242417946752,0.008618618644804534,2025-11-21 08:39:11.981264
0.2,1002.6071013055232,202.1364977676091,0.009503298586874726,2025-11-21 08:39:12.081264
0.30000000000000004,1003.4088539024278,199.38363034515191,0.011260673170104495,2025-11-21 08:39:12.181264
0.4,1002.4246677174793,200.97998022417565,0.01285820704611201,2025-11-21 08:39:12.281264
0.5,1001.4014307400383,200.08646198932848,0.008766073042361877,2025-11-21 08:39:12.381264
0.6000000000000001,1002.606073029609,197.7278979244411,-0.001386963125962999,2025-11-21 08:39:12.481264
0.7000000000000001,1003.6849650304249,198.71060115883665,-0.0038966215795541315,2025-11-21 08:39:12.581264
0.8,1004.9001839141949,199.74568684369873,-0.005158576765851814,2025-11-21 08:39:12.681264
0.9,1004.1200750448985,201.12763635140092,-0.012681567777591801,2025-11-21 08:39:12.781264
1.0,1002.9346235475373,197.27825655526956,-0.00722727773106977,2025-11-21 08:39:12.881264
1.1,1000.5687993690811,202.0303022390585,-0.012577594153540424,2025-11-21 08:39:12.981264
1.2000000000000002,1004.0651209249747,200.51917688143996,-0.007703028999958686,2025-11-21 08:39:13.081264
1.3,1001.1786063677497,201.86417296135534,-0.003786622694003964,2025-11-21 08:39:13.181264
1.4000000000000001,1003.0311901631945,202.0845483254365,0.011615919267514613,2025-11-21 08:39:13.281264
1.5,1005.9854335914769,201.90187371491348,0.012646143413326684,2025-11-21 08:39:13.381264
1.6,1001.9498304304819,200.8346370044155,0.010308012626940767,2025-11-21 08:39:13.481264
1.7000000000000002,1004.1151361601062,199.6883074616727,0.009194073226835204,2025-11-21 08:39:13.581264
1.8,1004.4111565559871,199.01141301183196,-0.0032941577170632974,2025-11-21 08:39:13.681264
1.9000000000000001,1003.6454711475814,200.82589175646766,-0.009581960678854999,2025-11-21 08:39:13.781264
2.0,1003.3855789275414,198.6148780091613,-0.003499931386250602,2025-11-21 08:39:13.881264
