timestamp,motor_current,temp,valve,ts
0.0,5.032308639400956,40.01845091037605,0,2025-11-21 08:39:11.881264
0.1,4.951754425762271,40.01482142449407,0,2025-11-21 08:39:11.981264
0.2,5.0144788225753425,40.00687748664755,0,2025-11-21 08:39:12.081264
0.30000000000000004,4.973851356521805,39.974105059815486,0,2025-11-21 08:39:12.181264
0.4,5.042570051268422,40.001404756573116,0,2025-11-21 08:39:12.281264
0.5,5.0106608634195275,40.0097395488175,0,2025-11-21 08:39:12.381264
0.6000000000000001,5.00722652076968,39.99912048196837,0,2025-11-21 08:39:12.481264
0.7000000000000001,5.018551019888101,39.989308206359844,0,2025-11-21 08:39:12.581264
0.8,5.089853466430179,40.00111606731675,0,2025-11-21 08:39:12.681264
0.9,5.044983833590547,40.00150558612427,0,2025-11-21 08:39:12.781264
1.0,5.125829468743454,39.980934612810096,0,2025-11-21 08:39:12.881264
1.1,4.9753587775957255,40.00996524670386,0,2025-11-21 08:39:12.981264
1.2000000000000002,5.078199553294387,39.99418587706792,0,2025-11-21 08:39:13.081264
1.3,5.1097822138390985,39.966714871945975,0,2025-11-21 08:39:13.181264
1.4000000000000001,5.1511436994074975,40.003275667473474,0,2025-11-21 08:39:13.281264
1.5,5.094054961827233,40.02070729604771,0,2025-11-21 08:39:13.381264
1.6,4.9682273118967135,39.99951839140926,0,2025-11-21 08:39:13.481264
1.7000000000000002,5.12717207852853,40.01583192194885,0,2025-11-21 08:39:13.581264
1.8,5.055915665203327,40.05667784976567,0,2025-11-21 08:39:13.681264
1.9000000000000001,5.184135625103127,40.02136586237634,0,2025-11-21 08:39:13.781264
2.0,5.118370183512263,40.03263049087705,0,2025-11-21 08:39:13.881264
2.1,5.085658527502019,39.991607623190276,0,2025-11-21 08:39:13.981264
2.2,5.11786908669214,40.00331585924283,0,2025-11-21 08:39:14.081264
2.3000000000000003,5.027609767434602,40.050135372978,0,2025-11-21 08:39:14.181264
2.4000000000000004,5.1528425325198475,40.00770806070964,0,2025-11-21 08:39:14.281264
2.5,5.112489347414533,40.03793301844346,0,2025-11-21 08:39:14.381264
2.6,5.130480509720009,39.991051870752095,0,2025-11-21 08:39:14.481264
2.7,5.044322843048733,40.019673639248246,0,2025-11-21 08:39:14.581264
2.8000000000000003,5.193930654425683,40.01444633982926,0,2025-11-21 08:39:14.681264
2.9000000000000004,5.209769710013835,40.005125296583074,0,2025-11-21 08:39:14.781264
3.0,5.128951829020462,39.99257239263264,0,2025-11-21 08:39:14.881264
3.1,5.220633382144462,40.0452272963407,0,2025-11-21 08:39:14.981264
3.2,5.179544405255207,40.02191690558021,0,2025-11-21 08:39:15.081264
3.3000000000000003,5.2717781208676096,40.03506103292186,0,2025-11-21 08:39:15.181264
3.4000000000000004,5.147711469152355,40.04144198032761,0,2025-11-21 08:39:15.281264
3.5,5.134752761119744,40.023489079978035,0,2025-11-21 08:39:15.381264
3.6,5.163775569185723,40.006669325617075,0,2025-11-21 08:39:15.481264
3.7,5.077805661506101,39.976020769875014,0,2025-11-21 08:39:15.581264
3.8000000000000003,5.1771115052508,40.0185870093001,0,2025-11-21 08:39:15.681264
3.9000000000000004,5.233940427310969,40.031825105379035,0,2025-11-21 08:39:15.781264
4.0,5.219267336988617,39.97017892730756,0,2025-11-21 08:39:15.881264
4.1000000000000005,5.24609250924395,40.01417863865753,0,2025-11-21 08:39:15.981264
4.2,5.191812689407186,40.03520846657907,0,2025-11-21 08:39:16.081264
4.3,5.24131120024674,40.01616697938383,0,2025-11-21 08:39:16.181264
4.4,5.2446558002830335,39.997453875253164,0,2025-11-21 08:39:16.281264
4.5,5.265855999604756,40.01952718018788,0,2025-11-21 08:39:16.381264
4.6000000000000005,5.224639881525432,40.03931220696095,0,2025-11-21 08:39:16.481264
4.7,5.261034437785745,40.016294020928704,0,2025-11-21 08:39:16.581264
4.800000000000001,5.282130265795588,40.02641182482681,0,2025-11-21 08:39:16.681264
4.9,5.249313064233641,39.99788729327433,0,2025-11-21 08:39:16.781264
5.0,8.229324229395036,40.034557823884086,1,2025-11-21 08:39:16.881264
5.1000000000000005,8.27667456506055,40.01771131075254,1,2025-11-21 08:39:16.981264
5.2,8.313133870315887,40.00786711829024,1,2025-11-21 08:39:17.081264
5.300000000000001,8.318930060793384,40.02629773885703,1,2025-11-21 08:39:17.181264
5.4,8.279545231423608,39.999092750202024,1,2025-11-21 08:39:17.281264
