timestamp,speed,battery,load,ts
0.0,1.022306876026393,90.23764909801228,50.0,2025-11-21 08:39:11.881264
0.1,1.0004161832801324,89.52775172653601,50.01999966666833,2025-11-21 08:39:11.981264
0.2,1.0049741670575696,90.01641429914736,50.039997333386665,2025-11-21 08:39:12.081264
0.30000000000000004,1.0094417852077555,90.49286322676063,50.05999100040499,2025-11-21 08:39:12.181264
0.4,1.0003716585632572,90.32946472543408,50.079978668373265,2025-11-21 08:39:12.281264
0.5,1.0269090286513216,90.1990979571417,50.099958338541356,2025-11-21 08:39:12.381264
0.6000000000000001,1.0321532465677903,89.35194987911296,50.11992801295889,2025-11-21 08:39:12.481264
0.7000000000000001,1.0137652980152074,90.4070310341092,50.139885694675066,2025-11-21 08:39:12.581264
0.8,1.024494342154031,89.96646945589943,50.159829387938345,2025-11-21 08:39:12.681264
0.9,1.013113345665373,89.40869447767774,50.179757098396024,2025-11-21 08:39:12.781264
1.0,1.0173632707115496,90.28395387887247,50.199666833293655,2025-11-21 08:39:12.881264
1.1,1.01061092563374,89.9319605888114,50.21955660167435,2025-11-21 08:39:12.981264
1.2000000000000002,1.0128876552242325,89.57239805700262,50.23942441457784,2025-11-21 08:39:13.081264
1.3,1.0371951939163355,90.0268899741142,50.259268285239386,2025-11-21 08:39:13.181264
1.4000000000000001,1.0426754304814112,89.31283234704095,50.279086229288474,2025-11-21 08:39:13.281264
1.5,1.0413428231678856,89.62682112438175,50.2988762649472,2025-11-21 08:39:13.381264
1.6,1.0268430921175138,89.70754706296277,50.31863641322849,2025-11-21 08:39:13.481264
1.7000000000000002,1.0343814551266257,89.715439528556,50.338364698133994,2025-11-21 08:39:13.581264
1.8,1.0404697353097199,89.8534408286394,50.35805914685165,2025-11-21 08:39:13.681264
1.9000000000000001,1.0230334938730816,90.28153745078119,50.377717789953,2025-11-21 08:39:13.781264
2.0,1.0229313410230465,90.8698996077348,50.39733866159012,2025-11-21 08:39:13.881264
2.1,1.0472373346451105,90.16629996232712,50.4169197996922,2025-11-21 08:39:13.981264
2.2,1.052677783333818,89.77467148106166,50.43645924616174,2025-11-21 08:39:14.081264
2.3000000000000003,1.0476658539395025,90.21675989579329,50.455955047070375,2025-11-21 08:39:14.181264
2.4000000000000004,1.046976976967659,89.89805920930156,50.475405252854266,2025-11-21 08:39:14.281264
2.5,1.0480329565253292,90.41772906630658,50.494807918509046,2025-11-21 08:39:14.381264
2.6,1.0503038286129542,89.8100294428575,50.51416110378431,2025-11-21 08:39:14.481264
2.7,1.048685398610804,90.30043598512715,50.533462873377665,2025-11-21 08:39:14.581264
2.8000000000000003,1.0451922738958737,89.55622763414021,50.552711297128226,2025-11-21 08:39:14.681264
2.9000000000000004,1.063111979664244,89.91400458297947,50.57190445020967,2025-11-21 08:39:14.781264
3.0,1.0658706415122592,90.56307431087151,50.59104041332268,2025-11-21 08:39:14.881264
3.1,1.0664843348866604,89.85370280768967,50.61011727288689,2025-11-21 08:39:14.981264
3.2,1.0597562426812146,90.32482589320077,50.629133121232236,2025-11-21 08:39:15.081264
3.3000000000000003,1.0581213453089153,90.19401386751184,50.64808605678974,2025-11-21 08:39:15.181264
3.4000000000000004,1.0620425742527178,90.29082675815492,50.66697418428163,2025-11-21 08:39:15.281264
3.5,1.0675187424962111,90.16051497348715,50.6857956149109,2025-11-21 08:39:15.381264
3.6,1.052259219459105,90.03452158358108,50.70454846655018,2025-11-21 08:39:15.481264
3.7,1.0639794729302112,89.72270834234888,50.72323086392993,2025-11-21 08:39:15.581264
3.8000000000000003,1.0758633930234067,89.19719865015952,50.741840938825966,2025-11-21 08:39:15.681264
3.9000000000000004,1.0762201151140554,89.73629273634988,50.76037683024632,2025-11-21 08:39:15.781264
4.0,1.0597971347525166,90.1779138771115,50.7788366846173,2025-11-21 08:39:15.881264
4.1000000000000005,1.0773297542223637,89.61315639381587,50.79721865596885,2025-11-21 08:39:15.981264
4.2,1.0630520802363987,90.38240780436051,50.81552090611914,2025-11-21 08:39:16.081264
4.3,1.0617654609087464,89.78368972413172,50.833741604858425,2025-11-21 08:39:16.181264
4.4,1.0874576886094662,90.39125611520566,50.851878930132,2025-11-21 08:39:16.281264
4.5,1.0634852890213102,89.97236844101924,50.86993106822246,2025-11-21 08:39:16.381264
4.6000000000000005,1.0758911304812988,89.72210552921945,50.88789621393104,2025-11-21 08:39:16.481264
4.7,1.082338761879636,90.32790073213758,50.90577257075814,2025-11-21 08:39:16.581264
4.800000000000001,1.0837455631869455,90.19231716994823,50.92355835108297,2025-11-21 08:39:16.681264
4.9,1.079832877125011,89.43171308412882,50.94125177634232,2025-11-21 08:39:16.781264
5.0,1.087878624765123,79.81891407548788,50.95885107720841,2025-11-21 08:39:16.881264
5.1000000000000005,1.0825507595409716,79.65828891696898,50.97635449376582,2025-11-21 08:39:16.981264
5.2,1.082488538527377,80.28740426723598,50.99376027568747,2025-11-21 08:39:17.081264
5.300000000000001,1.0856437636600786,79.48797679444596,51.01106668240969,2025-11-21 08:39:17.181264
5.4,1.0901797419747072,79.29210512294748,51.028271983306226,2025-11-21 08:39:17.281264
5.5,1.0989390560103014,80.4494796849714,51.04537445786132,2025-11-21 08:39:17.381264
5.6000000000000005,1.0894414498960399,79.91235964250728,51.06237239584177,2025-11-21 08:39:17.481264
5.7,1.0764646082447606,79.65486868695093,51.07926409746794,2025-11-21 08:39:17.581264
5.800000000000001,1.0854589782395159,79.05146322451276,51.09604787358375,2025-11-21 08:39:17.681264
5.9,1.091603658763781,79.12738366786388,51.11272204582557,2025-11-21 08:39:17.781264
6.0,1.0963488151478291,79.5765315089352,51.12928494679007,2025-11-21 08:39:17.881264
6.1000000000000005,1.0885279320448398,79.40351893542874,51.145734920200965,2025-11-21 08:39:17.981264
6.2,1.109156901651264,79.29699822062057,51.16207032107461,2025-11-21 08:39:18.081264
6.300000000000001,1.0844464390023119,80.26995495829998,51.178289515884536,2025-11-21 08:39:18.181264
6.4,1.106106719603888,80.16820798834006,51.19439088272478,2025-11-21 08:39:18.281264
6.5,1.104686021483578,79.0317795128772,51.21037281147208,2025-11-21 08:39:18.381264
6.6000000000000005,1.0824566775818283,79.6781894074644,51.22623370394687,2025-11-21 08:39:18.481264
6.7,1.108912327117967,79.38674045378731,51.24197197407312,2025-11-21 08:39:18.581264
6.800000000000001,1.1024056926556232,79.98400994482348,51.257586048036934,2025-11-21 08:39:18.681264
6.9,1.119841677168742,79.85515930089551,51.273074364443936,2025-11-21 08:39:18.781264
7.0,1.0781169571562668,79.13260448698627,51.288435374475384,2025-11-21 08:39:18.881264
7.1000000000000005,1.0987819837424135,79.77570357425893,51.30366754204307,2025-11-21 08:39:18.981264
7.2,1.0986757912962368,80.21037106362895,51.31876934394295,2025-11-21 08:39:19.081264
7.300000000000001,1.106100123627183,78.68260840513965,51.3337392700074,2025-11-21 08:39:19.181264
7.4,1.0956592830735212,79.80472295857926,51.34857582325629,2025-11-21 08:39:19.281264
7.5,1.1115990451810989,80.30997580906251,51.363277520046665,2025-11-21 08:39:19.381264
7.6000000000000005,1.1015263543995513,79.19994005998076,51.3778428902211,2025-11-21 08:39:19.481264
7.7,1.1106445564982268,79.56834305525791,51.39227047725471,2025-11-21 08:39:19.581264
7.800000000000001,1.0859134998091382,80.36956972524476,51.40655883840082,2025-11-21 08:39:19.681264
7.9,1.0806316008143748,80.08946130029666,51.42070654483521,2025-11-21 08:39:19.781264
8.0,1.092036441374432,79.36188641854197,51.43471218179904,2025-11-21 08:39:19.881264
8.1,1.1029961036459035,80.09972754501511,51.44857434874029,2025-11-21 08:39:19.981264
8.200000000000001,1.1134037585210872,79.94670479388306,51.46229165945379,2025-11-21 08:39:20.081264
8.3,1.0872962411464853,79.46432748559951,51.475862742219924,2025-11-21 08:39:20.181264
8.4,1.091286693432253,80.37684438161317,51.48928623994172,2025-11-21 08:39:20.281264
8.5,1.0939577554102273,79.89157282085739,51.502560810280585,2025-11-21 08:39:20.381264
8.6,1.0981559405102161,78.95413360901362,51.515685125790554,2025-11-21 08:39:20.481264
8.700000000000001,1.1003191852161207,80.54592174906955,51.528657874051014,2025-11-21 08:39:20.581264
8.8,1.100741893016451,79.22412573821475,51.54147775779794,2025-11-21 08:39:20.681264
8.9,1.0993073719030209,78.93262834285328,51.55414349505365,2025-11-21 08:39:20.781264
9.0,1.086655273293812,79.88762616379549,51.56665381925497,2025-11-21 08:39:20.881264
9.1,1.1090741374283337,79.02365131641437,51.579007479379904,2025-11-21 08:39:20.981264
9.200000000000001,1.11902566779207,79.83270001113074,51.59120324007273,2025-11-21 08:39:21.081264
9.3,1.1041645662114177,79.18536875536218,51.60323988176756,2025-11-21 08:39:21.181264
9.4,1.1064159711266905,78.92851487533756,51.61511620081023,2025-11-21 08:39:21.281264
9.5,1.1041575850862295,79.5280204188512,51.626831009578744,2025-11-21 08:39:21.381264
9.600000000000001,1.0874731521568894,79.85223768565827,51.638383136601995,2025-11-21 08:39:21.481264
9.700000000000001,1.0868721956190792,79.5085064194149,51.6497714266769,2025-11-21 08:39:21.581264
9.8,1.090217062068769,79.5942411086102,51.66099474098394,2025-11-21 08:39:21.681264
9.9,1.106455159226978,80.17500986611897,51.67205195720104,2025-11-21 08:39:21.781264
