timestamp,net_in,net_out,latency,ts
0.0,49.87730098681722,39.02812366945413,3.9564492470913493,2025-11-21 08:39:11.881264
0.1,50.35701213113768,40.26103807711875,5.229582999527273,2025-11-21 08:39:11.981264
0.2,51.37235141165826,39.241561774531505,4.4642370394456,2025-11-21 08:39:12.081264
0.30000000000000004,51.22371129438972,38.33991976023733,4.9295858321294395,2025-11-21 08:39:12.181264
0.4,51.10188086367177,41.349562963588944,4.109685970745997,2025-11-21 08:39:12.281264
0.5,51.06899586906585,39.70007747310931,4.03770373373518,2025-11-21 08:39:12.381264
0.6000000000000001,49.909732223223074,39.15332146322369,4.793558433365721,2025-11-21 08:39:12.481264
0.7000000000000001,50.78417485756917,39.980886208889714,5.126034317098231,2025-11-21 08:39:12.581264
0.8,51.62345731492914,39.25004948111982,6.186901170770071,2025-11-21 08:39:12.681264
0.9,51.8714771705957,40.33076892103728,5.501630368584957,2025-11-21 08:39:12.781264
1.0,50.534037532540005,42.48473850031333,4.440131810042854,2025-11-21 08:39:12.881264
1.1,50.23513584603034,38.52194513876586,4.775978614029197,2025-11-21 08:39:12.981264
1.2000000000000002,51.2363888393754,41.002150090999784,3.962640617705172,2025-11-21 08:39:13.081264
1.3,49.07611508306138,41.66188292442412,4.923825467348908,2025-11-21 08:39:13.181264
1.4000000000000001,49.06218433629911,40.45067792194213,4.699778357683591,2025-11-21 08:39:13.281264
1.5,51.40788231680566,41.45417298578338,4.3062306405036415,2025-11-21 08:39:13.381264
1.6,50.48790457448575,39.918205954176244,4.809121666988709,2025-11-21 08:39:13.481264
1.7000000000000002,51.30190932391797,43.4652595259471,5.976832721182204,2025-11-21 08:39:13.581264
1.8,53.222642786883014,40.57992784838031,4.134525985538091,2025-11-21 08:39:13.681264
1.9000000000000001,51.746936751583846,42.03588742903957,4.343114154308506,2025-11-21 08:39:13.781264
2.0,51.38394964240853,41.077562223310196,5.579317914832162,2025-11-21 08:39:13.881264
2.1,52.40304086518325,39.59855138235821,4.97825519251053,2025-11-21 08:39:13.981264
2.2,51.90596641013737,41.15927483533367,5.5485197143340415,2025-11-21 08:39:14.081264
2.3000000000000003,53.9641921607495,40.984168961519096,4.531373112050607,2025-11-21 08:39:14.181264
2.4000000000000004,52.19878674622333,40.93952449831554,4.65904083228456,2025-11-21 08:39:14.281264
2.5,52.70707565771485,41.96508965763666,5.082230154044084,2025-11-21 08:39:14.381264
2.6,53.13102149053726,41.63427350571951,4.637930161980932,2025-11-21 08:39:14.481264
2.7,52.81383175027479,41.747547833335496,5.335809240731338,2025-11-21 08:39:14.581264
2.8000000000000003,54.43846782683812,41.21426878923085,4.858079374049769,2025-11-21 08:39:14.681264
2.9000000000000004,52.579431938299784,41.13504387098536,4.998255833714482,2025-11-21 08:39:14.781264
3.0,54.357295022581816,40.659717638021164,4.622616564723186,2025-11-21 08:39:14.881264
3.1,52.774259745878595,40.53327821181864,5.2085235918069905,2025-11-21 08:39:14.981264
3.2,51.6908797554347,41.53330150791066,4.7925885570699815,2025-11-21 08:39:15.081264
3.3000000000000003,51.32825556466941,40.61963886131333,5.36038601285809,2025-11-21 08:39:15.181264
3.4000000000000004,53.17287786679754,42.80747085130982,5.0553340933698685,2025-11-21 08:39:15.281264
3.5,54.22366934149604,40.83697366415773,5.459549737596735,2025-11-21 08:39:15.381264
3.6,50.10027048849027,42.12544533213611,4.5005827959815,2025-11-21 08:39:15.481264
3.7,52.02532261679878,40.07022052678549,5.96826145101735,2025-11-21 08:39:15.581264
