timestamp,joint1,jt1,motor_current,ts
0.0,0.0,0.9316063630882594,1.994006145205753,2025-11-21 08:39:11.881264
0.1,0.04997916927067833,1.067912876982937,2.0079945266509207,2025-11-21 08:39:11.981264
0.2,0.09983341664682815,0.9708485911257253,2.0650721112853154,2025-11-21 08:39:12.081264
0.30000000000000004,0.14943813247359924,1.0569336106372806,1.9279376594086672,2025-11-21 08:39:12.181264
0.4,0.19866933079506122,1.006611847982349,1.9681520957369256,2025-11-21 08:39:12.281264
0.5,0.24740395925452294,0.98793754145614,2.0464706732716795,2025-11-21 08:39:12.381264
0.6000000000000001,0.2955202066613396,0.9589358868779595,1.9696431448678626,2025-11-21 08:39:12.481264
0.7000000000000001,0.3428978074554514,0.9986464917597502,2.0089636288869848,2025-11-21 08:39:12.581264
0.8,0.3894183423086505,1.067474437075995,2.0080216281584726,2025-11-21 08:39:12.681264
0.9,0.43496553411123023,0.9971855562674543,2.051394986458224,2025-11-21 08:39:12.781264
1.0,0.479425538604203,0.9793429507324267,2.042233147529378,2025-11-21 08:39:12.881264
1.1,0.5226872289306592,0.9124875032823313,2.008793760476163,2025-11-21 08:39:12.981264
1.2000000000000002,0.5646424733950355,0.9971547407315945,1.9327500049819166,2025-11-21 08:39:13.081264
1.3,0.6051864057360395,0.9450629942419394,1.9714537258928753,2025-11-21 08:39:13.181264
1.4000000000000001,0.6442176872376911,0.9691301654571463,1.975525192437344,2025-11-21 08:39:13.281264
1.5,0.6816387600233341,0.9930354221780777,2.0236951758027057,2025-11-21 08:39:13.381264
1.6,0.7173560908995228,0.9844318684793735,2.0427034851508923,2025-11-21 08:39:13.481264
1.7000000000000002,0.7512804051402927,1.0430383915812829,1.9876532635033037,2025-11-21 08:39:13.581264
1.8,0.7833269096274834,1.001932482427859,2.0926579437068824,2025-11-21 08:39:13.681264
1.9000000000000001,0.8134155047893737,0.9976964837102075,2.046861830092528,2025-11-21 08:39:13.781264
2.0,0.8414709848078965,1.0457706072785156,1.987646793622993,2025-11-21 08:39:13.881264
2.1,0.867423225594017,0.9097838747035859,2.020269015990992,2025-11-21 08:39:13.981264
2.2,0.8912073600614354,0.9807669800207949,1.8819936981009457,2025-11-21 08:39:14.081264
2.3000000000000003,0.9127639402605211,0.9858261779011853,1.983575832648644,2025-11-21 08:39:14.181264
2.4000000000000004,0.9320390859672264,0.9995333528822987,2.029955769906688,2025-11-21 08:39:14.281264
2.5,0.9489846193555862,1.0633935235213392,2.005675043577269,2025-11-21 08:39:14.381264
2.6,0.963558185417193,0.8855427406690969,1.9362299142745465,2025-11-21 08:39:14.481264
2.7,0.9757233578266591,0.9234065801660484,1.985940007688999,2025-11-21 08:39:14.581264
2.8000000000000003,0.9854497299884603,0.9119369117574818,1.9771383884756286,2025-11-21 08:39:14.681264
2.9000000000000004,0.9927129910375885,1.0712447571509522,2.0028475295288692,2025-11-21 08:39:14.781264
3.0,0.9974949866040544,0.9442772250510051,1.9571755868992597,2025-11-21 08:39:14.881264
3.1,0.999783764189357,1.0123956527503934,2.0105879374434275,2025-11-21 08:39:14.981264
3.2,0.9995736030415051,0.9680581122046098,1.959565636741983,2025-11-21 08:39:15.081264
3.3000000000000003,0.9968650284539189,1.0152551997245556,2.0164772204053283,2025-11-21 08:39:15.181264
3.4000000000000004,0.9916648104524686,0.938448701334372,1.9462365084391575,2025-11-21 08:39:15.281264
3.5,0.9839859468739369,0.9696242380986956,2.0417826199623788,2025-11-21 08:39:15.381264
3.6,0.9738476308781951,1.015902879894342,1.9264419528090786,2025-11-21 08:39:15.481264
3.7,0.9612752029752999,0.9044498929158014,1.947268811759764,2025-11-21 08:39:15.581264
3.8000000000000003,0.9463000876874145,0.9784565883797636,2.0449971396778706,2025-11-21 08:39:15.681264
3.9000000000000004,0.9289597150038692,1.0570680593932378,1.9607664361028785,2025-11-21 08:39:15.781264
4.0,0.9092974268256817,1.018854641537386,1.985393019788736,2025-11-21 08:39:15.881264
4.1000000000000005,0.8873623686333753,0.9673644454892217,2.0431249938711105,2025-11-21 08:39:15.981264
4.2,0.8632093666488737,0.9502013904091842,2.0228583071366457,2025-11-21 08:39:16.081264
4.3,0.8368987907984977,0.9625736706258987,1.9667899650995193,2025-11-21 08:39:16.181264
4.4,0.8084964038195901,0.9437740299496106,2.0584163246929372,2025-11-21 08:39:16.281264
4.5,0.7780731968879212,0.9848331402978264,2.060254546921573,2025-11-21 08:39:16.381264
4.6000000000000005,0.74570521217672,0.9397203634901442,2.025350924154624,2025-11-21 08:39:16.481264
4.7,0.7114733527908443,1.026801171445058,2.094103252465429,2025-11-21 08:39:16.581264
4.800000000000001,0.6754631805511506,0.9108682449705751,2.0128878875936724,2025-11-21 08:39:16.681264
4.9,0.6377647021345036,1.08657867910664,1.9975059592401463,2025-11-21 08:39:16.781264
5.0,0.5984721441039565,1.644087346054647,2.0601322677456326,2025-11-21 08:39:16.881264
5.1000000000000005,0.5576837173914166,1.6240142451094508,1.9725620054105035,2025-11-21 08:39:16.981264
5.2,0.5155013718214642,1.655232717963182,1.9635256995485635,2025-11-21 08:39:17.081264
5.300000000000001,0.47203054128988226,1.5539400044689127,2.030144951525215,2025-11-21 08:39:17.181264
5.4,0.4273798802338298,1.682173298487156,1.9870825497486853,2025-11-21 08:39:17.281264
5.5,0.38166099205233167,1.590721059080522,2.062225309116543,2025-11-21 08:39:17.381264
5.6000000000000005,0.33498815015590466,1.5586696980600538,1.9331883416412188,2025-11-21 08:39:17.481264
5.7,0.2874780123425444,1.5642966620120795,2.0097664765257504,2025-11-21 08:39:17.581264
5.800000000000001,0.23924932921398198,1.5932125367117371,2.0388557310178888,2025-11-21 08:39:17.681264
5.9,0.19042264736102704,1.6309326343626593,2.009459868320506,2025-11-21 08:39:17.781264
6.0,0.1411200080598672,1.600577512371899,2.009993582385883,2025-11-21 08:39:17.881264
6.1000000000000005,0.09146464223243675,1.5497731814022595,1.9693774129649895,2025-11-21 08:39:17.981264
6.2,0.04158066243329049,1.6274567151875385,1.9598733947828304,2025-11-21 08:39:18.081264
6.300000000000001,-0.008407247367149063,1.626740921272115,2.018636121289189,2025-11-21 08:39:18.181264
6.4,-0.058374143427580086,1.6219185233052262,2.1009814575384187,2025-11-21 08:39:18.281264
6.5,-0.10819513453010837,1.5422581924530032,1.8765423065018167,2025-11-21 08:39:18.381264
6.6000000000000005,-0.15774569414324865,1.6314060581410375,1.9541767126617562,2025-11-21 08:39:18.481264
6.7,-0.20690197167339977,1.535432033688504,1.9570306551716086,2025-11-21 08:39:18.581264
6.800000000000001,-0.25554110202683167,1.5510329902857432,1.954034083179656,2025-11-21 08:39:18.681264
6.9,-0.30354151270842933,1.565691727447695,2.020898502519986,2025-11-21 08:39:18.781264
7.0,-0.35078322768961984,1.5924802545283718,1.983676055037363,2025-11-21 08:39:18.881264
7.1000000000000005,-0.3971481672859602,1.65605712605181,1.9856355673235835,2025-11-21 08:39:18.981264
7.2,-0.44252044329485246,1.57625162313224,2.050740292723167,2025-11-21 08:39:19.081264
7.300000000000001,-0.48678664865569976,1.5606458522429325,1.9212847058165363,2025-11-21 08:39:19.181264
7.4,-0.5298361409084934,1.6216235859743406,2.0232615255187247,2025-11-21 08:39:19.281264
7.5,-0.5715613187423437,1.6409027826222213,1.992460678822651,2025-11-21 08:39:19.381264
7.6000000000000005,-0.6118578909427193,1.6951778107601783,2.023955594401886,2025-11-21 08:39:19.481264
7.7,-0.6506251370651673,1.5574524279762425,2.058519556738321,2025-11-21 08:39:19.581264
7.800000000000001,-0.6877661591839741,1.6342667378560933,1.9070012602060507,2025-11-21 08:39:19.681264
7.9,-0.7231881240865121,1.638217963246075,2.0076482123285952,2025-11-21 08:39:19.781264
8.0,-0.7568024953079282,1.5450490332950642,1.971063097890295,2025-11-21 08:39:19.881264
8.1,-0.788525254426195,1.588126482737171,1.9770402007888424,2025-11-21 08:39:19.981264
8.200000000000001,-0.8182771110644108,1.669170837954871,2.0298099174359603,2025-11-21 08:39:20.081264
8.3,-0.8459837010754465,1.6540450859839968,2.0652123795490613,2025-11-21 08:39:20.181264
8.4,-0.8715757724135882,1.6305793784946112,1.9997552370520577,2025-11-21 08:39:20.281264
8.5,-0.8949893582285835,1.6040931491741657,2.067100143879018,2025-11-21 08:39:20.381264
8.6,-0.9161659367494549,1.5404326673700992,1.9826176488459657,2025-11-21 08:39:20.481264
8.700000000000001,-0.9350525775584494,1.599588489663625,1.9343954349109846,2025-11-21 08:39:20.581264
8.8,-0.951602073889516,1.6179942972841204,2.0248708803058224,2025-11-21 08:39:20.681264
8.9,-0.9657730606206388,1.4794918329575906,1.998061455153899,2025-11-21 08:39:20.781264
